MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA002477	Kaempferol-3-Glucuronide	C21H18O12	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	FNTJVYCFNVUBOL-ZUGPOPFOSA-N	O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O	ESI-QTOF|ESI-QFT|ESI-QQQ		5318759	66							
MA002478	Myricetin-3-Galactoside	C21H20O13	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	FOHXFLPXBUAOJM-LIBJPBHASA-N	OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O	ESI-QTOF		5318606	4							
MA002479	Myricetin-3-Xyloside	C20H18O12	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	SBEOEJNITMVWLK-CFSKSFDZSA-N	O[C@@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1O	ESI-QTOF		23900088	28							
MA002480	7-Methylquercetin-3-Galactoside-6''-Rhamnoside-3'''-Rhamnoside	C34H42O20	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	NMGVHLDIHNFGQB-OTCPXFHUSA-N	COC1=CC(O)=C2C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)=C(OC2=C1)C1=CC(O)=C(O)C=C1	ESI-QTOF|ESI-QFT		5351495	30							
MA002481	Quercetin-3-Arabinoside	C20H18O11	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	PZZRDJXEMZMZFD-IEGSVRCHSA-N	O[C@H]1CO[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|ESI-QQQ		5481224	43							
MA002482	Quercetin-3-Glucuronide	C21H18O13	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	DUBCCGAQYVUYEU-ZUGPOPFOSA-N	O[C@@H]1[C@@H](O)[C@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O	ESI-QTOF|ESI-QFT|ESI-QQQ|ESI-ITTOF		5274585	45							
MA002483	Quercetin-3-(6''-malonyl)-Glucoside	C24H22O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	NBQPHANHNTWDML-UJKBSQBPSA-N	O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@@H]1O	ESI-QTOF|ESI-QFT		5282159	32							
MA002484	1-Isothiocyanato-6-(methylsulfonyl)-hexane	C8H15NO2S2	Organosulfur compounds|Sulfonyls|Sulfones	CLJXLUXFLFBKAS-UHFFFAOYSA-N	CS(=O)(=O)CCCCCCN=C=S	ESI-QTOF		24989682	2							
MA002485	Quercetin-3,7-O-alpha-L-dirhamnopyranoside	C27H30O15	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	GXLQUHPXGLZNGE-BJBZVNFPSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QFT|LC-ESI-TOF		15953752	34							
MA002486	Quercetin-7-O-rhamnoside	C21H20O11	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	QPHXPNUXTNHJOF-XNFUJFQVSA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QQQ|ESI-QFT		5748601	19							
MA002487	Quercetin-3-O-alpha-L-rhamnopyranosyl(1-2)-beta-D-glucopyranoside-7-O-alpha-L-rhamnopyranoside	C33H40O20	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	WLPJMCCYDZFCBL-HTMUFORZSA-N	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF|ESI-QQQ		10327769	8							
MA002488	Quercetin-3-O-beta-glucopyranosyl-7-O-alpha-rhamnopyranoside	C27H30O16	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	OTUCXMIQUNROBJ-JFNZIVIESA-N	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	ESI-QTOF		25080064	7							
MA002489	Sinapoyl malate	C15H16O9	Phenylpropanoids and polyketides|Cinnamic acids and derivatives|Hydroxycinnamic acids and derivatives	DUDGAPSRYCQPBG-UFFNRZRYSA-N	COC1=CC(C=CC(=O)O[C@@H](CC(O)=O)C(O)=O)=CC(OC)=C1O	ESI-QTOF|ESI-QQQ|LC-ESI-TOF		11953815	19							
MA002490	1-O-beta-D-Glucopyranosyl sinapate	C17H22O10	Phenylpropanoids and polyketides|Cinnamic acids and derivatives|Hydroxycinnamic acids and derivatives	XRKBRPFTFKKHEF-DGDBGZAXSA-N	COC1=CC(C=CC(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1O	ESI-QTOF|ESI-QQQ		5280406	14							
MA002491	Phenazine	C12H8N2	Organoheterocyclic compounds|Diazanaphthalenes|Benzodiazines	PCNDJXKNXGMECE-UHFFFAOYSA-N	C1=CC2=NC3=CC=CC=C3N=C2C=C1	ESI-ITFT|ESI-QFT|ESI-QTOF|EI-B		4757	12		92-82-0	C21476	R11573	map00405|map01110		
MA002492	Phenanthridine	C13H9N	Organoheterocyclic compounds|Quinolines and derivatives|Benzoquinolines	RDOWQLZANAYVLL-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=NC1=CC=CC=C21	ESI-ITFT|EI-B		9189	9		229-87-8	C06975				
MA002493	N,N-Dimethylaniline	C8H11N	Organic nitrogen compounds|Organonitrogen compounds|Amines	JLTDJTHDQAWBAV-UHFFFAOYSA-N	CN(C)C1=CC=CC=C1	ESI-ITFT|ESI-QQQ|EI-B		949	28	human	121-69-7	C02846	R03344		proteins	
MA002494	Isoquinoline	C9H7N	Organoheterocyclic compounds|Isoquinolines and derivatives|	AWJUIBRHMBBTKR-UHFFFAOYSA-N	C1=CC=C2C=NC=CC2=C1	ESI-ITFT|ESI-QQQ|EI-B		8405	10	human	119-65-3	C06149	R05122			
MA002495	Benzimidazole	C7H6N2	Organoheterocyclic compounds|Benzimidazoles|	HYZJCKYKOHLVJF-UHFFFAOYSA-N	N1C=NC2=CC=CC=C12	ESI-ITFT|ESI-QQQ|ESI-QFT		5798	15		51-17-2	C02860	R04071|R08369			
MA002496	2-Cyano-3-methylpyridine	C7H6N2	Organoheterocyclic compounds|Pyridines and derivatives|Methylpyridines	WBXZCDIZXWDPBL-UHFFFAOYSA-N	CC1=C(N=CC=C1)C#N	ESI-ITFT		819928	6							
MA002497	4-Amino-2-chloropyridine	C5H5ClN2	Organoheterocyclic compounds|Pyridines and derivatives|Aminopyridines and derivatives	BLBDTBCGPHPIJK-UHFFFAOYSA-N	NC1=CC(Cl)=NC=C1	ESI-ITFT		84432	4							
MA002498	1-Naphthonitrile	C11H7N	Benzenoids|Naphthalenes|	YJMNOKOLADGBKA-UHFFFAOYSA-N	N#CC1=CC=CC2=CC=CC=C12	ESI-ITFT		6846	7			C04164	R02256|R04409|R04410|R04411|R05061			
MA002499	3-Aminobenzonitril	C7H6N2	Benzenoids|Benzene and substituted derivatives|Benzonitriles	NJXPYZHXZZCTNI-UHFFFAOYSA-N	NC1=CC=CC(=C1)C#N	ESI-ITFT		16702	5							
MA002500	2-Methylindole	C9H9N	Organoheterocyclic compounds|Indoles and derivatives|Indoles	BHNHHSOHWZKFOX-UHFFFAOYSA-N	CC1=CC2=CC=CC=C2N1	ESI-ITFT|ESI-QFT|EI-B		7224	10		95-20-5	C04635	R03415|R04413|R07379|R07380|R07388	map00565|map01100		
MA002501	Diphenylamine	C12H11N	Benzenoids|Benzene and substituted derivatives|Aniline and substituted anilines	DMBHHRLKUKUOEG-UHFFFAOYSA-N	N(C1=CC=CC=C1)C1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QQQ|EI-B		11487	22	human	122-39-4	C11016			saliva	
MA002502	Dichlorvos	C4H7Cl2O4P	Organic acids and derivatives|Organic phosphoric acids and derivatives|Phosphate esters	OEBRKCOSUFCWJD-UHFFFAOYSA-N	COP(=O)(OC)OC=C(Cl)Cl	ESI-ITFT|ESI-QFT|ESI-QTOF|EI-B|GC-APCI-QTOF		3039	31	human	62-73-7	C14430				Collapse|Coma|Vascular disorders|Hypotension|Hypertension
MA002503	Azinphos-methyl	C10H12N3O3PS2	Organoheterocyclic compounds|Benzo-1,2,3-triazines|Benzotriazine organothiophosphates	CJJOSEISRRTUQB-UHFFFAOYSA-N	COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O	ESI-ITFT|ESI-QFT|ESI-QQQ|ESI-QTOF|GC-EI-Q		2268	21		86-50-0	C11018				
MA002504	Trifloxystrobin	C20H19F3N2O4	Benzenoids|Benzene and substituted derivatives|Trifluoromethylbenzenes	ONCZDRURRATYFI-TVJDWZFNSA-N	CON=C(C(=O)OC)C1=CC=CC=C1CON=C(/C)C1=CC(=CC=C1)C(F)(F)F	ESI-ITFT|ESI-QFT|ESI-QTOF		11664966	9							
MA002505	Propoxycarbazone	C15H18N4O7S	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	JTHMVYBOQLDDIY-UHFFFAOYSA-N	CCCOC1=NN(C(O)=NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C(=O)N1C	ESI-ITFT|ESI-QFT|ESI-QTOF		177355	19		145026-81-9					
MA002506	Pyrazophos	C14H20N3O5PS	Organic acids and derivatives|Organic thiophosphoric acids and derivatives|Thiophosphoric acid esters	JOOMJVFZQRQWKR-UHFFFAOYSA-N	CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C	ESI-ITFT|ESI-QFT|ESI-QTOF		26033	15		13457-18-6	C18761				
MA002507	Ethion	C9H22O4P2S4	Organic acids and derivatives|Organic dithiophosphoric acids and derivatives|Dithiophosphate O-esters	RIZMRRKBZQXFOY-UHFFFAOYSA-N	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	ESI-ITFT|ESI-QFT|ESI-QTOF		3286	15		563-12-2	C18725				
MA002508	Pirimiphos-methyl	C11H20N3O3PS	Organic acids and derivatives|Organic thiophosphoric acids and derivatives|Thiophosphoric acid esters	QHOQHJPRIBSPCY-UHFFFAOYSA-N	CCN(CC)C1=NC(C)=CC(OP(=S)(OC)OC)=N1	ESI-ITFT|ESI-QFT|ESI-QTOF		34526	18		29232-93-7	C18403				
MA002509	Chlorfenvinphos	C12H14Cl3O4P	Benzenoids|Benzene and substituted derivatives|Halobenzenes	FSAVDKDHPDSCTO-WQLSENKSSA-N	CCOP(=O)(OCC)OC(=C/Cl)C1=C(Cl)C=C(Cl)C=C1	ESI-ITFT|ESI-QFT|GC-EI-Q		5377784	7		470-90-6	C18654				
MA002510	Fenuron	C9H12N2O	Benzenoids|Benzene and substituted derivatives|	XXOYNJXVWVNOOJ-UHFFFAOYSA-N	CN(C)C(O)=NC1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		7560	25		101-42-8	C05141	R03089|R04681|R04682|R04683	map00140|map01100|map07226		
MA002511	Chloroxuron	C15H15ClN2O2	Benzenoids|Benzene and substituted derivatives|Diphenylethers	IVUXTESCPZUGJC-UHFFFAOYSA-N	CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		16115	17		1982-47-4	C19075				
MA002512	Carbendazim	C9H9N3O2	Organoheterocyclic compounds|Benzimidazoles|2-benzimidazolylcarbamic acid esters	TWFZGCMQGLPBSX-UHFFFAOYSA-N	COC(=O)NC1=NC2=CC=CC=C2N1	ESI-ITFT|ESI-QFT|ESI-QQQ|ESI-QTOF		25429	28	human	10605-21-7	C10897				Nervous system disorders|Hydrocephalus
MA002513	Quinoxyfen	C15H8Cl2FNO	Organic oxygen compounds|Organooxygen compounds|Ethers	WRPIRSINYZBGPK-UHFFFAOYSA-N	FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		3391107	18		124495-18-7	C18892				
MA002514	Pendimethalin	C13H19N3O4	Benzenoids|Benzene and substituted derivatives|Aniline and substituted anilines	CHIFOSRWCNZCFN-UHFFFAOYSA-N	CCC(CC)NC1=C(C=C(C)C(C)=C1N(=O)=O)N(=O)=O	ESI-ITFT|ESI-QFT|ESI-QQQ|ESI-QTOF|EI-B		38479	31		40487-42-1	C11019				
MA002515	Picolinafen	C19H12F4N2O2	Benzenoids|Benzene and substituted derivatives|Anilides	CWKFPEBMTGKLKX-UHFFFAOYSA-N	OC(=NC1=CC=C(F)C=C1)C1=NC(OC2=CC=CC(=C2)C(F)(F)F)=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		3294375	28		137641-05-5					
MA002516	Propyphenazon	C14H18N2O	Organoheterocyclic compounds|Azoles|Pyrazoles	PXWLVJLKJGVOKE-UHFFFAOYSA-N	CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		3778	20		479-92-5	C00495	R00060|R00061			
MA002517	Clarithromycin	C38H69NO13	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	AGOYDEPGAOXOCK-CCMVMRRVSA-N	CCC1OC(=O)[C@H](C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)[C@@](C)(CC(C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	ESI-ITFT		11969952	2							
MA002518	2-(2-(Chlorophenyl)amino)benzaldehyde	C13H10ClNO	Benzenoids|Benzene and substituted derivatives|Benzoyl derivatives	DAAHPDZFLSFYPJ-UHFFFAOYSA-N	ClC1=CC=CC=C1NC1=CC=CC=C1C=O	ESI-ITFT|ESI-QFT|ESI-QTOF		53423421	11							
MA002519	Lincomycin	C18H34N2O6S	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	OJMMVQQUTAEWLP-KIDUDLJLSA-N	CCC[C@@H]1C[C@H](N(C)C1)C(O)=N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	ESI-ITFT|ESI-QTOF|ESI-QFT		3000540	13							
MA002520	4-Formyl-antipyrine	C12H12N2O2	Organoheterocyclic compounds|Azoles|Pyrazoles	QFYZFYDOEJZMDX-UHFFFAOYSA-N	CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		70371	13							
MA002521	2-Hydroxycarbamazepine	C15H12N2O2	Organoheterocyclic compounds|Benzazepines|Dibenzazepines	VPZIYMMSJFWLSP-UHFFFAOYSA-N	NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=CC=C12	ESI-ITFT|ESI-QFT|ESI-QTOF		129274	19	human					urine	
MA002522	2-Hyroxybiphenyl	C12H10O	Benzenoids|Benzene and substituted derivatives|Biphenyls and derivatives	LLEMOWNGBBNAJR-UHFFFAOYSA-N	OC1=CC=CC=C1C1=CC=CC=C1	ESI-ITFT|GC-EI-TOF|EI-B		7017	11	human	90-43-7	C04376	R04325|R04326|R04463|R06974	map00230|map01100|map01110	urine	
MA002523	Triethyl citrate	C12H20O7	Organic acids and derivatives|Carboxylic acids and derivatives|Tricarboxylic acids and derivatives	DOOTYTYQINUNNV-UHFFFAOYSA-N	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC	ESI-ITFT|ESI-QFT|ESI-QTOF|EI-B|CI-B		6506	13	human	77-93-0	C03743	R04297			
MA002524	2-Methylbenzothiazole	C8H7NS	Organoheterocyclic compounds|Benzothiazoles|	DXYYSGDWQCSKKO-UHFFFAOYSA-N	CC1=NC2=CC=CC=C2S1	ESI-ITFT|ESI-QFT|EI-B		8446	5	human	120-75-2	C06196	R03531|R10235	map00230		
MA002525	Phenylbenzimidazolesulfonic acid	C13H10N2O3S	Organoheterocyclic compounds|Benzimidazoles|Phenylbenzimidazoles	UVCJGUGAGLDPAA-UHFFFAOYSA-N	OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1	ESI-ITFT|ESI-QTOF|ESI-QFT		33919	21		27503-81-7					
MA002526	2-Mercapto benzimidazole	C7H6N2S	Organoheterocyclic compounds|Benzimidazoles|	YHMYGUUIMTVXNW-UHFFFAOYSA-N	SC1=NC2=CC=CC=C2N1	ESI-ITFT|ESI-QFT|EI-B		707035	4		583-39-1					
MA002527	N-Butylbenzenesulfonamide	C10H15NO2S	Benzenoids|Benzene and substituted derivatives|Benzenesulfonamides	IPRJXAGUEGOFGG-UHFFFAOYSA-N	CCCCNS(=O)(=O)C1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF		19241	13	Angelica sinensis	3622-84-2					
MA002528	Triphenylphosphine oxid	C18H15OP	Benzenoids|Benzene and substituted derivatives|Phenylphosphines and derivatives	FIQMHBFVRAXMOP-UHFFFAOYSA-N	O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	ESI-ITFT|ESI-QFT|ESI-QTOF|EI-B		13097	25		791-28-6	C10914				
MA002529	Tris(2-chloroethyl)phosphate	C6H12Cl3O4P	Organic acids and derivatives|Organic phosphoric acids and derivatives|Phosphate esters	HQUQLFOMPYWACS-UHFFFAOYSA-N	ClCCOP(=O)(OCCCl)OCCCl	ESI-ITFT|ESI-QFT|ESI-QTOF		8295	11		115-96-8	C14445				
MA002530	Monoethyl phthalate	C10H10O4	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	YWWHKOHZGJFMIE-UHFFFAOYSA-N	CCOC(=O)C1=CC=CC=C1C(O)=O	ESI-ITFT|ESI-QFT		75318	7	human	2306-33-4				urine	Pregnancy
MA002531	2-Benzothiazolsulfonic acid	C7H5NO3S2	Organoheterocyclic compounds|Benzothiazoles|	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	OS(=O)(=O)C1=NC2=CC=CC=C2S1	ESI-ITFT|ESI-QFT|ESI-QTOF		30647	14		941-57-1					
MA002532	Acepromazine	C19H22N2OS	Organoheterocyclic compounds|Benzothiazines|Phenothiazines	NOSIYYJFMPDDSA-UHFFFAOYSA-N	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O	ESI-QTOF|EI-B		6077	16	human	61-00-7	C03200			urine	
MA002533	Acetophenazine	C23H29N3O2S	Organoheterocyclic compounds|Benzothiazines|Phenothiazines	FVHDZPDLOWZOOV-UHFFFAOYSA-N	CC(=O)C1=CC2=C(C=C1)N(CCCN1CCN(CCO)CC1)C1=CC=CC=C1S2	ESI-QTOF		441185	8							
MA002534	Adiphenine	C20H25NO2	Benzenoids|Benzene and substituted derivatives|Diphenylmethanes	JGOAIQNSOGZNBX-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1	ESI-QTOF		2031	10							
MA002535	Alfentanil	C21H32N6O3	Benzenoids|Benzene and substituted derivatives|Anilides	IDBPHNDTYPBSNI-UHFFFAOYSA-N	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	ESI-QTOF		51263	10	human					urine	Liver disease|Pneumonia|Blood and lymphatic system disorders|Anemia
MA002536	Amfenac	C15H13NO3	Benzenoids|Benzene and substituted derivatives|Benzophenones	SOYCMDCMZDHQFP-UHFFFAOYSA-N	NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=CC=C1	ESI-QTOF		2136	10							
MA002537	Anileridine	C22H28N2O2	Organoheterocyclic compounds|Piperidines|Phenylpiperidines	LKYQLAWMNBFNJT-UHFFFAOYSA-N	CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1	ESI-QTOF|EI-B		8944	12	human	144-14-9	C06721	R05310		urine	Liver disease|Pneumonia|Dizziness|Gastrointestinal disorders|Dry mouth
MA002538	Apramycin	C21H41N5O11	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	XZNUGFQTQHRASN-XZEBHBPDSA-N	CN[C@H]1[C@@H](O)[C@H]2OC(O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O	ESI-QTOF		71428	10							
MA002539	Boldenone_Undecylenate	C30H44O3	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroid esters	AHMMSNQYOPMLSX-KEZAGTACSA-N	CC12CC[C@H]3C(CCC4=CC(=O)C=CC34C)[C@@H]1CC[C@@H]2OC(=O)CCCCCCCCC=C	ESI-QTOF		25702	10							
MA002540	Bumetanide	C17H20N2O5S	Benzenoids|Benzene and substituted derivatives|Diphenylethers	MAEIEVLCKWDQJH-UHFFFAOYSA-N	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O	ESI-QTOF|ESI-QQQ|ESI-QFT		2471	33	human					urine	
MA002541	Buspirone	C21H31N5O2	Organoheterocyclic compounds|Diazinanes|Piperazines	QWCRAEMEVRGPNT-UHFFFAOYSA-N	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1	ESI-QTOF		2477	12	human					urine	Dizziness|Gastrointestinal disorders|Vomiting|Nausea
MA002542	Cromolyn	C23H16O11	Organoheterocyclic compounds|Benzopyrans|1-benzopyrans	IMZMKUWMOSJXDT-UHFFFAOYSA-N	OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O	ESI-QTOF		2882	10	human					urine	
MA002543	Dimefline	C20H21NO3	Phenylpropanoids and polyketides|Flavonoids|O-methylated flavonoids	ZXFQRFXLFWWKLX-UHFFFAOYSA-N	COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(O2)C1=CC=CC=C1	ESI-QTOF		3078	10							
MA002544	Enalaprilat	C18H24N2O5	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	LZFZMUMEGBBDTC-NWANDNLSSA-N	C[C@H](N[C@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@H]1C(O)=O	ESI-QTOF		5362033	10							
MA002545	Etamiphylline	C13H21N5O2	Organoheterocyclic compounds|Imidazopyrimidines|Purines and purine derivatives	AWKLBIOQCIORSB-UHFFFAOYSA-N	CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C	ESI-QTOF		28329	10	human						
MA002546	Fenbendazole	C15H13N3O2S	Organoheterocyclic compounds|Benzimidazoles|2-benzimidazolylcarbamic acid esters	HDDSHPAODJUKPD-UHFFFAOYSA-N	COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2	ESI-QTOF		3334	15	human		C00032	R00310|R00311|R00312|R00313|R00314|R02480|R03684|R04977	map00860|map01060|map01100|map01110|map02010|map04216|map04978		
MA002547	Gallamine	C30H60N3O3	Benzenoids|Phenol ethers|	OZLPUNFFCJDMJD-UHFFFAOYSA-N	CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC	ESI-QTOF		3450	10	human		C00150			urine	
MA002548	Nimesulide	C13H12N2O5S	Benzenoids|Benzene and substituted derivatives|Diphenylethers	HYWYRSMBCFDLJT-UHFFFAOYSA-N	CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)N(=O)=O	ESI-QTOF		4495	11							
MA002549	Perindopril	C19H32N2O5	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	IPVQLZZIHOAWMC-QXKUPLGCSA-N	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O	ESI-QTOF|ESI-QFT		107807	18	human					urine	
MA002550	Piperacetazine	C24H30N2O2S	Organoheterocyclic compounds|Benzothiazines|Phenothiazines	BTFMCMVEUCGQDX-UHFFFAOYSA-N	CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1	ESI-QTOF		19675	8							
MA002551	Remifentanil	C20H28N2O5	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	ZTVQQQVZCWLTDF-UHFFFAOYSA-N	CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	ESI-QTOF		60815	10	human					urine	
MA002552	Streptomycin	C21H39N7O12	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	UCSJYZPVAKXKNQ-HZYVHMACSA-N	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O	ESI-QTOF|ESI-QQQ|ESI-QFT		19649	24	human					urine	
MA002553	Strychnine_N_Oxide	C21H22N2O3	Alkaloids and derivatives|Strychnos alkaloids|	ADTDBAKUQAKBGZ-VXJIXCKJSA-N	O=C1C[C@@H]2OCC=C3CN4(=O)CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C1=CC=CC=C61	ESI-QTOF		73393	8							
MA002554	Sufentanil	C22H30N2O2S	Benzenoids|Benzene and substituted derivatives|Anilides	GGCSSNBKKAUURC-UHFFFAOYSA-N	CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	ESI-QTOF		41693	15	human					urine	Liver disease|Pneumonia|Blood and lymphatic system disorders|Anemia
MA002555	Taurocholate	C26H45NO7S	Lipids and lipid-like molecules|Steroids and steroid derivatives|Bile acids, alcohols and derivatives	WBWWGRHZICKQGZ-XWWYUOLUSA-N	CC(CCC(O)=NCCS(O)(=O)=O)C1CCC2C3[C@H](O)CC4C[C@H](O)CCC4(C)C3C[C@H](O)C12C	ESI-QTOF		8959	10			C06737	R05322|R07217			
